brand,product_name,ingredients_text,source_url,source_type,date_retrieved
"Pond's","Pond's Hydra Light Hyaluronic Acid Gel Facewash","Water, Sodium Cocoyl Glycinate, Sodium C14-16 Olefin Sulfonate, Sodium Cocoyl Isethionate, Acrylates Copolymer, Cocamidopropyl Betaine, Glycerin, Sodium Chloride, Coco-Glucoside & Glyceryl Oleate, Phenoxyethanol, Coconut Acid, PEG-120 Methyl Glucose Trioleate & Propylene Glycol, Hydroxyacetophenone, Fragrance, 1,2-Hexanediol, Sodium Hydroxide, Tetrasodium EDTA, Iodopropynyl Butylcarbamate, Benzophenone-4, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Pentylene Glycol, Ethylhexylglycerin, Hexyl Cinnamal, Limonene, Linalool, CI 74160, CI 42090","https://www.nykaa.com/ponds-hydra-light-hyaluronic-acid-hydrating-gel-facewash/p/12711467","retailer_listing","2026-09-05"
"Pond's","Pond's Sun Miracle Detan Facewash with Vitamin C & Niacinamide","Myristic Acid, Glycerin, Water, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Lauric Acid, Glycol Distearate, Decyl Glucoside, Palmitic Acid, Hydroxystearic Acid, Glyceryl Stearate, Microcrystalline Wax & CI 73360 & Talc & CI 19140, Niacinamide, Sodium Ascorbyl Phosphate, Phenoxyethanol, Disodium EDTA, Piroctone Olamine, Polyquaternium-7, Sodium Benzoate, Fragrance, Benzyl Alcohol, Benzyl Salicylate, Citronellol, Hexyl Cinnamal, Limonene, Linalool, CI 19140, CI 14700","https://www.nykaa.com/ponds-detan-facewash-for-tan-reduction-with-brightening-vitamin-c-niacinamide/p/10777443","retailer_listing","2026-09-05"
"Pond's","Pond's Biome Miracle UV Invisigel Moisturiser 100HR Hydration with SPF 50 PA+++","Water, Phenylbenzimidazole Sulfonic Acid, Ethylhexyl Methoxycinnamate, Triethanolamine, Glycerin, Disodium Phenyl Dibenzimidazole Tetrasulfonate, Niacinamide, Sodium Polyacryloyldimethyl Taurate, Dimethicone, Tetrahydroxypropyl Ethylenediamine, Caprylyl Methicone (and) PEG-12 Dimethicone/PEG PPG-20 Crosspolymer, Phenoxyethanol, Caprylyl Glycol, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Polysorbate 20 HPC, Sodium Hydroxide, Fragrance, Lysine Carboxymethyl Cysteinate, Ceramide NP, Sodium Hyaluronate Crosspolymer, Hydroxyethyl Urea, CI 42090","https://www.nykaa.com/ponds-biome-miracle-uv-invisigel/p/27461565","retailer_listing","2026-09-05"
"Pond's","Pond's Sun Miracle SPF 50 PA+++ Creme Gel Sunscreen - Protect & Bright, with Niacinamide","Water, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Isostearyl Alcohol (and) Butylene Glycol Cocoate (and) Ethylcellulose, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butylene Glycol, Niacinamide, Silica, Caprylyl Methicone, Triethanolamine, Phenylbenzimidazole Sulfonic Acid, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Sodium Ascorbyl Phosphate, Phenoxyethanol, Carbomer, Caprylyl Glycol, Magnesium Aluminum Silicate, Fragrance, PEG-100 Stearate, Disodium EDTA, Xanthan Gum, Iodopropynyl Butylcarbamate, Alpha-Isomethyl Ionone, Benzyl Alcohol, Benzyl Benzoate, Citronellol, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool","https://www.nykaa.com/ponds-serum-boost-sunscreen-gel-spf-50/p/9897346","retailer_listing","2026-09-05"
"Lakme","Lakme Perfect Radiance Brightening Face Wash, 98% Pure Niacinamide Complex","Myristic Acid, Glycerine, Water, Propylene Glycol, Potassium Hydroxide, Palmitic and Stearic Acid, Glycol Distearate, Lauric Acid, Decyl Glucoside, Glyceryl Stearate, Fragrance, Phenoxyethanol, Polyquaternium-7, Disodium EDTA, PEG-4 Laurate, PEG-4 Dilaurate, Niacinamide, PEG-4, Iodopropynyl Butylcarbamate, Sodium Benzoate, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Hexyl Cinnamal, Linalool, CI 14700","https://www.nykaa.com/lakme-perfect-radiance-brightening-facewash-with-98percent-pure-niacinamide-complexfor-pigmentation/p/18108832","retailer_listing","2026-09-05"
"Lakme","Lakme Blush & Glow Avocado Matcha + Salicylic Acid Jelly Face Wash","Water, Glycerin, Sodium Laureth Sulfate, Propylene Glycol, Cocamidopropyl Betaine, Acrylates Copolymer, Salicylic Acid, Butylene Glycol, Sodium Chloride, Niacinamide, Persea Gratissima (Avocado) Fruit Extract, Camellia Sinensis Leaf Extract, Ascorbic Acid, Lactic Acid, Phenoxyethanol, Disodium EDTA, Menthol, Iodopropynyl Butylcarbamate, Xanthan Gum, Microcrystalline Wax, Sodium Hydroxide, Fragrance, Sodium Benzoate, Citric Acid, Ethoxydiglycol, Potassium Sorbate, CI 19140, CI 42090","https://www.nykaa.com/lakme-blush-glow-avocado-matcha-salicylic-acid-jelly-face-wash/p/26234148","retailer_listing","2026-09-05"
"Lakme","Lakme Blush & Glow Blueberry + Peptide Jelly Face Wash","Water, Cocamidopropyl Betaine, Decyl Glucoside, Propylene Glycol, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glycerin, Butylene Glycol, Sodium Chloride, Vaccinium Myrtillus Fruit Extract, Polysorbate 20, Pentylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Copper Tripeptide-1, Tocopheryl Acetate, Phenoxyethanol, Disodium EDTA, Menthol, Iodopropynyl Butylcarbamate, Fragrance, Carbomer, Sodium Hydroxide, Citric Acid, Sodium Lactate, Potassium Sorbate, Sorbic Acid, Hexyl Cinnamal, Linalool, CI 42090, CI 17200","https://www.nykaa.com/lakme-blush-glow-blueberry-peptide-jelly-face-wash/p/26234147","retailer_listing","2026-09-05"
"Lakme","Lakme Sun Expert Dry Matte Fluid SPF 50 PA++++ Sunscreen, with 1% Niacinamide & Ceramide","Aqua, Dimethicone, Ethylhexyl Salicylate, Octocrylene, Glycerin, Phenylbenzimidazole Sulfonic Acid, Butyl Methoxydibenzoylmethane, Butylene Glycol, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Niacinamide, Steareth-21, Silica, Caprylyl Glycol, Caprylic/Capric Triglyceride, Dimethicone, Polysorbate 20, Steareth-2, Fragrance, Phenoxyethanol, Stearic Acid, Linoleamidopropyl PG-Dimonium Chloride Phosphate, Propylene Glycol, Tocopheryl Acetate, Disodium EDTA, Pentylene Glycol, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Sodium Lauroyl Lactylate, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Ethylhexylglycerin, Ceramide NP, Ceramide AP, Phytosphingosine, Cholesterol, Xanthan Gum, Carbomer, Ceramide EOP, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool","https://www.nykaa.com/lakme-sun-expert-dry-matte-fluid-spf-50-sunscreen/p/18714194","retailer_listing","2026-09-05"
"Lakme","Lakme 5% Niacinamide & Vitamin C Water-Light Sunscreen Gel SPF 50 PA++++","Water, Glycerine, Octocrylene, Ethylhexyl Salicylate, Alcohol (Ethanol 95% v/v), Phenylbenzimidazole Sulfonic Acid, Butyl Methoxydibenzoylmethane, Cyclopentasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Ethylhexyl Methoxycinnamate, C18-36 Acid Triglyceride, Ammonium Acryloyldimethyltaurate/VP Copolymer, Niacinamide, Caprylyl Glycol, Fragrance, Phenoxyethanol, Sodium Hydroxide, Xanthan Gum, Sodium Ascorbyl Phosphate, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, T-Butyl Alcohol, Tocopheryl Acetate, Disodium EDTA, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool","https://www.nykaa.com/lakme-sun-expert-spf-50-pa-1percent-nia-vit-c-sunscreen/p/13920963","retailer_listing","2026-09-05"
"Lakme","Lakme Sun Expert Invisible Sunstick SPF 50+ PA++++","Dimethicone, Cetyl Ethylhexanoate, C13-16 Isoparaffin, Polyethylene, Ethylhexyl Methoxycinnamate, Silica, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ozokerite, Dimethicone/Vinyl Dimethicone Crosspolymer, Titanium Dioxide, HDI/Trimethylol Hexyllactone Crosspolymer, C12-15 Alkyl Benzoate, Polymethyl Methacrylate, Cetyl Alcohol, Paraffin Wax, Shea Butter, Polymethylsilsesquioxane, Fragrance, Silica Dimethyl Silylate, Alumina, Aluminum Stearate, Microcrystalline Wax, Polyhydroxystearic Acid, Tocopheryl Acetate, CI 77492, CI 77491, BHT, Methicone, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool","https://www.nykaa.com/lakme-sun-expert-invisible-sunstick-spf-50-pa/p/19619310","retailer_listing","2026-09-05"
